$.......2.......3.......4.......5.......6.......7.......8.......9.......0
CONM2   110060  10060           1.603458    
CONM2   110065  10065           1.585510    
CONM2   110070  10070           1.547953    
CONM2   110075  10075           1.508555    
CONM2   110080  10080           1.466867    
CONM2   110085  10085           1.422457    
CONM2   110090  10090           1.399404    
CONM2   110435  10435           1.567394    
CONM2   110440  10440           1.550223    
CONM2   110445  10445           1.523453    
CONM2   110450  10450           1.495659    
CONM2   110455  10455           1.466444    
CONM2   110460  10460           1.435280    
CONM2   110465  10465           1.413524    
CONM2   117005  17005           1.602165    
CONM2   117015  17015           1.595247    
CONM2   117025  17025           1.581512    
CONM2   118005  18005           1.406686    
CONM2   118015  18015           1.413359    
CONM2   118025  18025           1.414851    
