$.......2.......3.......4.......5.......6.......7.......8.......9.......0
CONM2   210060  10060           0.366940    
CONM2   210065  10065           0.341252    
CONM2   210070  10070           0.289601    
CONM2   210075  10075           0.238600    
CONM2   210080  10080           0.188394    
CONM2   210085  10085           0.139196    
CONM2   210090  10090           0.115375    
CONM2   210235  10235           0.358687    
CONM2   210240  10240           0.333657    
CONM2   210245  10245           0.295817    
CONM2   210250  10250           0.258279    
CONM2   210255  10255           0.221065    
CONM2   210260  10260           0.184219    
CONM2   210265  10265           0.160250    
CONM2   217000  17000           0.366644    
CONM2   217010  17010           0.365061    
CONM2   217020  17020           0.361917    
CONM2   218000  18000           0.124133    
CONM2   218010  18010           0.138533    
CONM2   218020  18020           0.152382    
